visit_ID,recorder_id,transect_ID,date,start_time,end_time,temperature,cloud,wind,completed
0624c97c-1139-49a7-a7e3-d293e5b76a49,aba047ca-568a-4b98-807b-efe5616a834f,67ebbd07-30b9-4c6d-8a7f-c14f1723e5c2,2018-08-09T00:00:00Z,13:08:00,14:10:00,21,20,NA,1
06487064-1dde-457c-8f4e-eb19d83d0472,f7cffa74-5262-4356-a329-19d6c04a1217,df94d08e-b569-4e7d-b30c-dacb53e6fb03,2013-07-07T00:00:00Z,13:00:00,16:51:00,23.5,5,NA,1
064dad91-8378-4386-8409-b9c2cd827321,76839443-42d3-4a0c-8e3a-34a721b9583d,b43c419d-a5c5-4c4f-8d4f-63cdeb0bc90d,2013-08-25T00:00:00Z,15:00:00,15:30:00,21,20,NA,1
06ab68b4-776b-4658-850a-d9408282cab7,e67031d2-1c93-44d3-b597-c47242aab90b,075130c4-3d97-4992-ad9b-f71feb939821,2010-07-25T00:00:00Z,11:31:00,13:50:00,NA,60,NA,1
06ac677b-c16e-478f-9b1a-66164b56fef0,56239ba0-9c93-40aa-8a2c-738d43241a76,00e7bd55-d185-462a-b974-bf1e30a8c82c,2018-08-15T00:00:00Z,11:30:00,12:50:00,19,60,NA,1
0786df97-3262-4d4d-a5d8-fce5c29cd791,a7629015-76b4-4dc3-970f-7fcb214c89eb,df94d08e-b569-4e7d-b30c-dacb53e6fb03,2010-07-31T00:00:00Z,NA,NA,NA,40,NA,1
0788f071-0223-4b8e-a0ef-62ea6f2808d9,e8bd886a-6f39-47f1-8f29-904118256f72,0337230a-f41f-4d07-8144-931c3f71624a,2013-08-14T00:00:00Z,14:05:00,15:50:00,17,10,NA,1
07aac772-e3a8-4e92-8cf3-49e306d5adea,76839443-42d3-4a0c-8e3a-34a721b9583d,b43c419d-a5c5-4c4f-8d4f-63cdeb0bc90d,2016-06-02T00:00:00Z,12:25:00,13:23:00,28,0,NA,1
07bf5999-db84-4308-baac-fe69efaef3dd,56239ba0-9c93-40aa-8a2c-738d43241a76,00e7bd55-d185-462a-b974-bf1e30a8c82c,2020-05-30T00:00:00Z,15:10:00,15:45:00,23,0,NA,1
07fe8dda-7d96-40fc-a5d5-b86b7017b577,c2f4a043-e2eb-42c9-bcc1-ec107d116814,ccf55543-4373-463d-9d12-4b153f08957c,2016-09-05T00:00:00Z,12:00:00,14:31:00,18,20,NA,1
086142ac-73f5-4faf-9a5e-af23a1848051,aba047ca-568a-4b98-807b-efe5616a834f,67ebbd07-30b9-4c6d-8a7f-c14f1723e5c2,2014-06-18T00:00:00Z,13:56:00,15:11:00,24,0,NA,1
086b1c7b-edc4-4ebe-8aee-d55bbd822f75,a6495896-d41b-4998-93c1-5fd85b35d1f1,27a24f9d-2395-45d8-bf83-4f58afb265dc,2015-08-01T00:00:00Z,14:15:00,16:40:00,20,26.666666666666668,NA,1
086cf7ce-a0ca-42bd-be93-167f4fb4ee05,812b2ba2-5065-4213-83b2-20a2f9a05a91,e48e5054-2847-4f9f-b38b-1c0256890a33,2017-06-05T00:00:00Z,13:30:00,14:55:00,17,40,NA,1
08843897-a350-4378-ad8a-91cd71673a74,51ab634c-db9d-4f9e-96d0-dbd5efbde8ad,eed1fa0b-f06f-4632-8ebf-09e6bfd7b7ab,2020-07-02T00:00:00Z,14:15:00,15:30:00,23,80,NA,1
08881778-9fe0-4b6c-854e-e70bb4cfa308,e8bd886a-6f39-47f1-8f29-904118256f72,95be91eb-1a8d-443f-9690-8484bef0669a,2020-07-02T00:00:00Z,14:30:00,16:51:00,18,0,NA,1
08a461ca-ee93-4b81-b4f1-6d43ab06fb63,76839443-42d3-4a0c-8e3a-34a721b9583d,cce42c93-eeba-4c5b-b55d-ab2eb0e5665d,2015-05-14T00:00:00Z,15:20:00,16:40:00,14.5,15,NA,1
08af54f7-ac31-4979-aed7-1ca8792d05a8,ef323094-1f26-48d2-8e97-fe3a305b981c,33db66ae-4202-4dd6-8184-1176f0f1ad40,2014-08-13T00:00:00Z,13:55:00,14:48:00,21,20,NA,1
08b12bf5-43c5-4db9-b1e0-6a266e07526b,51ab634c-db9d-4f9e-96d0-dbd5efbde8ad,e93b061a-7627-423c-bbab-c76faffb0bdb,2016-06-24T00:00:00Z,13:30:00,15:00:00,21,100,NA,1
08e246aa-5d17-4af3-a418-2c1fb531cc66,d19dcdaf-98d1-473b-ba25-72e9d78ecb6a,e4616a30-d805-4b88-8a3c-34dce7ea20e0,2013-08-24T00:00:00Z,11:10:00,11:51:00,20.5,0,NA,1
08e8940c-de4f-4ca9-b3bb-67d51404309c,76839443-42d3-4a0c-8e3a-34a721b9583d,b43c419d-a5c5-4c4f-8d4f-63cdeb0bc90d,2012-06-08T00:00:00Z,13:47:00,15:20:00,20,60,NA,1
08f16a79-7a9b-4396-b13a-38402256abb0,a6495896-d41b-4998-93c1-5fd85b35d1f1,27a24f9d-2395-45d8-bf83-4f58afb265dc,2019-06-27T00:00:00Z,12:20:00,13:40:00,20.5,10,NA,1
09171d2a-c01b-467d-b8ec-a43502f9619d,c2f4a043-e2eb-42c9-bcc1-ec107d116814,ccf55543-4373-463d-9d12-4b153f08957c,2018-06-28T00:00:00Z,11:30:00,13:30:00,25,0,NA,1
0917455b-af9e-4030-85e4-f83e5d398e60,aba047ca-568a-4b98-807b-efe5616a834f,20cb4183-0697-4b6d-95fd-ea16099c83c8,2016-06-11T00:00:00Z,14:49:00,15:57:00,18,60,NA,1
097565cb-4617-4359-b60a-7547d39de9f2,98021957-065d-4ea4-9453-9e91fc1c8b61,53472214-ea7e-4bac-b98f-9aa68c37a46e,2015-07-02T00:00:00Z,10:51:00,11:52:00,24,20,NA,1
09b00d53-4a4a-4eb3-a2ed-645d6b896c5d,99c120bf-8c5c-49d3-bfd1-934cb6c22d83,0c6a8bdd-877c-456b-9224-c6f9b05c5cb3,2013-06-08T00:00:00Z,10:50:00,12:31:00,17,0,NA,1
09c6ea4b-4e74-454f-acf7-7cf615d516d7,99c120bf-8c5c-49d3-bfd1-934cb6c22d83,0c6a8bdd-877c-456b-9224-c6f9b05c5cb3,2015-05-24T00:00:00Z,11:20:00,12:35:00,15,0,NA,1
09f55847-eed7-424c-a7ec-736fe2625e80,f35304ca-96ed-434f-9a3b-8b9ccf804127,ed9f90b0-314c-4a20-8b71-e70e61465b08,2019-05-16T00:00:00Z,13:35:00,14:18:00,21,0,NA,1
0a2e4eee-cddb-48b8-9b3d-e903e44519e3,c2f4a043-e2eb-42c9-bcc1-ec107d116814,ccf55543-4373-463d-9d12-4b153f08957c,2015-07-03T00:00:00Z,11:30:00,14:10:00,22,25,NA,1
0a8b7786-5805-4eee-a820-0b9a0b3da52c,fc6b9ecf-7ef5-40b0-9681-a877229b0a54,e0a3c18a-3149-4f78-92e4-eee910d8bbfc,2016-08-14T00:00:00Z,11:45:00,16:30:00,20.5,8.333333333333334,NA,1
0a94430c-99c1-47d3-b78b-029fd594847d,a6495896-d41b-4998-93c1-5fd85b35d1f1,df94d08e-b569-4e7d-b30c-dacb53e6fb03,2017-07-04T00:00:00Z,10:15:00,12:25:00,15.666666666666666,6.666666666666667,NA,1
0a9b7acc-529f-49bf-855a-5694799bf2fe,7a7a4124-fec9-4f4c-9423-85722c753e30,553685f8-0303-4f49-bcbb-9f6ca5de9d9c,2012-07-24T00:00:00Z,15:10:00,16:50:00,25,60,NA,1
0ad4a570-b5a6-407c-a2a9-2f13f558f76d,51ab634c-db9d-4f9e-96d0-dbd5efbde8ad,eed1fa0b-f06f-4632-8ebf-09e6bfd7b7ab,2018-08-08T00:00:00Z,10:45:00,11:55:00,23,85,NA,1
0afc790b-bb53-4261-ab51-1ce4f4ddb7e5,f7cffa74-5262-4356-a329-19d6c04a1217,df94d08e-b569-4e7d-b30c-dacb53e6fb03,2013-05-31T00:00:00Z,10:00:00,11:01:00,18,75,NA,1
0b0489e4-922e-4731-90c5-6d19d59c178f,f7cffa74-5262-4356-a329-19d6c04a1217,e75b2090-2fd1-48e0-bb4d-5725dec64594,2010-07-24T00:00:00Z,15:23:00,17:50:00,NA,0,NA,1
0b067a2b-0aa4-46a5-abaa-07e4ac09186f,7a7a4124-fec9-4f4c-9423-85722c753e30,683b0753-a744-437b-b168-697f4a646c66,2014-06-28T00:00:00Z,14:15:00,15:06:00,17,30,NA,1
0b2d4f9b-2b46-47fa-b8e7-0c66863019fe,9b98f4cf-9e65-41ea-8601-3461032583e9,a082628c-6fa4-4763-9fc0-23d562e9f33e,2011-05-10T00:00:00Z,16:15:00,17:15:00,21,20,NA,1
0b628894-497d-4c7c-92a5-0d60d8bdf628,2f0ccd4f-a30f-4e94-b4c3-909b657382b1,d53aef1f-7502-4724-9be7-dd49f44dce59,2017-09-04T00:00:00Z,15:53:00,17:06:00,18.333333333333332,46.666666666666664,NA,1
0b76da1c-2741-40b1-8c05-d55f526c0933,fc6b9ecf-7ef5-40b0-9681-a877229b0a54,e0a3c18a-3149-4f78-92e4-eee910d8bbfc,2012-05-20T00:00:00Z,10:30:00,14:30:00,15.833333333333334,30,NA,1
0b795c3f-9bb5-47f8-b405-217bc4b6e9bd,ce3db7f3-8e34-415a-8be4-b09857b1eeac,4f0c9459-aadb-427c-86b3-10ee40eb8a64,2015-08-04T00:00:00Z,10:20:00,11:55:00,20,5,NA,1
0b926f81-f9ae-4498-ab87-d8cedd43d4a1,d19dcdaf-98d1-473b-ba25-72e9d78ecb6a,e4616a30-d805-4b88-8a3c-34dce7ea20e0,2014-07-31T00:00:00Z,12:40:00,13:21:00,18.5,80,NA,1
0bb5e39f-562f-45b8-934c-4b397173d47d,56239ba0-9c93-40aa-8a2c-738d43241a76,00e7bd55-d185-462a-b974-bf1e30a8c82c,2018-05-27T00:00:00Z,12:00:00,12:35:00,18,0,NA,1
0bc9ed54-dca5-4567-bf81-f376662769a2,d19dcdaf-98d1-473b-ba25-72e9d78ecb6a,5e85d80f-fd76-4de1-bcd5-2bedfb5138fc,2013-08-24T00:00:00Z,08:00:00,09:10:00,16,0,NA,1
0be85fa4-33c8-45cd-ab86-f6c05bfc7425,812b2ba2-5065-4213-83b2-20a2f9a05a91,a082628c-6fa4-4763-9fc0-23d562e9f33e,2018-07-29T00:00:00Z,13:00:00,14:11:00,23,0,NA,1
0beb76c5-3897-4d6d-90b4-88c48cf0a3d8,812b2ba2-5065-4213-83b2-20a2f9a05a91,2287ad7a-008e-433e-92ee-db69cab29a47,2020-07-20T00:00:00Z,13:30:00,14:29:00,20,40,NA,1
0c0d9ff8-66e8-4ef4-99f2-ea184822817a,236dc360-b578-4064-bcb0-9be3d19261e3,e485f5da-4acc-4feb-b9cd-6a10486048bb,2012-05-30T00:00:00Z,12:00:00,12:45:00,14,50,NA,1
0c15f99e-3747-4071-bea7-9352b6f83a46,236dc360-b578-4064-bcb0-9be3d19261e3,27a24f9d-2395-45d8-bf83-4f58afb265dc,2014-08-10T00:00:00Z,15:40:00,16:31:00,19,60,NA,1
0c275c3a-50e7-4d9e-bc7b-d54e5275f6d2,ce3db7f3-8e34-415a-8be4-b09857b1eeac,b42e2807-99c2-46a4-8b87-f94ce6ac11e4,2020-05-30T00:00:00Z,10:00:00,11:00:00,15,0,NA,1
0c4ae189-0e06-4e6a-8ca0-391e13f1273f,fc6b9ecf-7ef5-40b0-9681-a877229b0a54,e0a3c18a-3149-4f78-92e4-eee910d8bbfc,2017-08-13T00:00:00Z,11:00:00,15:40:00,19.428571428571427,21.428571428571427,NA,1
0d0a913c-b21c-4165-9070-670431924553,99c120bf-8c5c-49d3-bfd1-934cb6c22d83,7bb92922-409e-450a-bba7-433a911c2588,2013-08-07T00:00:00Z,12:40:00,14:35:00,22.5,0,NA,1
0d2fcffc-3d2b-4f8f-b12d-039b379c606b,ef323094-1f26-48d2-8e97-fe3a305b981c,33db66ae-4202-4dd6-8184-1176f0f1ad40,2017-06-08T00:00:00Z,13:50:00,14:35:00,21,40,NA,1
0d3647b0-862a-458b-8855-49aba0a06ef5,51ab634c-db9d-4f9e-96d0-dbd5efbde8ad,e93b061a-7627-423c-bbab-c76faffb0bdb,2017-07-20T00:00:00Z,14:20:00,16:05:00,19.5,0,NA,1
0d59e54c-4dc3-400d-9c3f-afdc8748ad3a,d19dcdaf-98d1-473b-ba25-72e9d78ecb6a,eed1fa0b-f06f-4632-8ebf-09e6bfd7b7ab,2019-05-22T00:00:00Z,18:00:00,19:50:00,20,0,NA,1
0d61fad2-d9f0-41fe-90e3-578810b1b3b6,b25d061c-702d-487c-9a21-5775984b351e,b01f9ff5-651f-41ee-9891-21eaeae9de82,2012-08-14T00:00:00Z,11:00:00,13:31:00,19,0,NA,1
0dd152da-f3a3-4efd-b59d-7fd8e56076c5,ce3db7f3-8e34-415a-8be4-b09857b1eeac,4f0c9459-aadb-427c-86b3-10ee40eb8a64,2017-08-03T00:00:00Z,13:30:00,15:00:00,19,12.5,NA,1
0e175f82-90dc-4749-8ab3-b6d53ebda1ff,e8bd886a-6f39-47f1-8f29-904118256f72,0337230a-f41f-4d07-8144-931c3f71624a,2016-05-24T00:00:00Z,12:02:00,15:10:00,13.5,0,NA,1
0e67e996-baf5-4caf-9993-b92dcb9e4306,c5ea2325-5c82-4884-a7db-9ed7138ba483,d5e4e5e5-a3fc-4ad7-947b-5d0bd80d6c9d,2020-07-05T00:00:00Z,10:05:00,12:00:00,21,15,NA,1
0e7e30fd-37da-4afc-a227-ffa83e7e194f,aba047ca-568a-4b98-807b-efe5616a834f,2c40914c-69dc-48f4-a67d-3b6a11af3687,2018-05-14T00:00:00Z,14:07:00,15:02:00,24,0,NA,1
0f1c6453-d461-4410-97c7-4f7046fad127,c2f4a043-e2eb-42c9-bcc1-ec107d116814,1329b5f8-c24b-4afa-9bd1-05fcd1929153,2015-08-22T00:00:00Z,11:10:00,15:01:00,20,10,NA,1
0f4447bd-3397-4825-bdf1-37ac1b0650ed,6a478010-ea66-452f-be04-01393f094077,2287ad7a-008e-433e-92ee-db69cab29a47,2014-07-02T00:00:00Z,15:00:00,18:00:00,23,1,NA,1
0f48b030-e01c-4ba8-bf1b-6b182752a177,a6495896-d41b-4998-93c1-5fd85b35d1f1,df94d08e-b569-4e7d-b30c-dacb53e6fb03,2017-08-12T00:00:00Z,14:00:00,16:01:00,19,65,NA,1
0f771245-51df-4e2f-bfab-17fd418edee2,fc6b9ecf-7ef5-40b0-9681-a877229b0a54,e0a3c18a-3149-4f78-92e4-eee910d8bbfc,2015-07-10T00:00:00Z,14:00:00,16:31:00,21.333333333333332,46.666666666666664,NA,1
0f9acc9e-9262-462c-b997-b30cbec8182f,ce3db7f3-8e34-415a-8be4-b09857b1eeac,6411c206-a7cf-499b-91f7-c4e946c03728,2015-06-30T00:00:00Z,14:30:00,15:45:00,15,50,NA,1
0fabc140-a2f1-4211-8473-38f783c4811a,2b780a04-1036-4d89-9ff0-6b1e67fbe8a0,303753c0-e2c6-4fdd-8a7a-b74f6251546a,2020-07-12T00:00:00Z,15:00:00,16:20:00,18,50,NA,1
0fba8e3d-62d9-48e3-8dd9-53078f2f472d,76839443-42d3-4a0c-8e3a-34a721b9583d,cce42c93-eeba-4c5b-b55d-ab2eb0e5665d,2014-07-21T00:00:00Z,15:40:00,16:53:00,26,5,NA,1
0fcba7c1-f6eb-4d4a-ae12-25571eed50c5,f35304ca-96ed-434f-9a3b-8b9ccf804127,e0ce4113-d3c6-43b8-bf7d-50aac63c8079,2018-07-04T00:00:00Z,10:46:00,12:15:00,22.5,0,NA,1
10081d71-41db-4c45-a50c-2e06b0744812,9b98f4cf-9e65-41ea-8601-3461032583e9,a082628c-6fa4-4763-9fc0-23d562e9f33e,2011-06-29T00:00:00Z,13:55:00,15:15:00,28,0,NA,1
1069b54d-d3c6-4da2-828c-55a22e725efa,51ab634c-db9d-4f9e-96d0-dbd5efbde8ad,e93b061a-7627-423c-bbab-c76faffb0bdb,2015-06-22T00:00:00Z,13:30:00,14:15:00,17,35,NA,1
10d75976-dd8f-4aa2-9fb8-0ce5826f1ba6,e67031d2-1c93-44d3-b597-c47242aab90b,270bc6c0-dc70-4055-8dd8-4c4e3609ec12,2009-05-15T00:00:00Z,11:35:00,14:45:00,15,0,NA,1
117d7aad-b05f-4c04-8441-052c45cd8cb9,aba047ca-568a-4b98-807b-efe5616a834f,303753c0-e2c6-4fdd-8a7a-b74f6251546a,2010-07-16T00:00:00Z,12:40:00,17:07:00,22.666666666666668,26.666666666666668,NA,1
118c532c-59e3-4f9d-9c1c-8381f091352e,a939d930-19ad-44c4-9398-1ea4433245af,e3756fff-25d6-430c-b910-25dd1eea669b,2012-05-30T00:00:00Z,12:02:00,13:10:00,16.333333333333332,16.666666666666668,NA,1
12022983-0be9-4167-b04d-23a58d81e9f1,c2f4a043-e2eb-42c9-bcc1-ec107d116814,ccf55543-4373-463d-9d12-4b153f08957c,2014-07-12T00:00:00Z,11:00:00,13:00:00,24,0,NA,1
1218f90c-d3da-45a6-96a5-c3765f3db2f7,ef323094-1f26-48d2-8e97-fe3a305b981c,e4616a30-d805-4b88-8a3c-34dce7ea20e0,2017-07-10T00:00:00Z,13:10:00,14:16:00,17,30,NA,1
12243b0b-1265-4ff5-b26c-5aca9d941a2c,3347a291-889e-46b2-8c84-9c1480370eed,a83f7acc-1999-48f2-a853-40092d568728,2010-07-02T00:00:00Z,10:05:00,12:20:00,18,5,NA,1
1244f7f0-a767-4776-8f17-9ca79d7a15c7,c2f4a043-e2eb-42c9-bcc1-ec107d116814,ccf55543-4373-463d-9d12-4b153f08957c,2017-08-22T00:00:00Z,11:30:00,14:30:00,15,20,NA,1
127c8e6e-6315-43f2-8c55-0059b4a7df25,e6d7db48-b565-4971-a6eb-66a802af2708,20cb4183-0697-4b6d-95fd-ea16099c83c8,2017-07-04T00:00:00Z,11:57:00,13:05:00,19,50,NA,1
12aef860-e9a8-48de-a95e-27b2e0607081,ef323094-1f26-48d2-8e97-fe3a305b981c,e4616a30-d805-4b88-8a3c-34dce7ea20e0,2019-08-09T00:00:00Z,14:23:00,15:07:00,16,90,NA,1
12cd3f52-3175-479f-aad1-a56d10c6f3ec,51ab634c-db9d-4f9e-96d0-dbd5efbde8ad,e93b061a-7627-423c-bbab-c76faffb0bdb,2017-08-05T00:00:00Z,15:25:00,16:50:00,16,100,NA,1
12faa025-c481-469c-958a-6346168ea969,c5ea2325-5c82-4884-a7db-9ed7138ba483,d5e4e5e5-a3fc-4ad7-947b-5d0bd80d6c9d,2019-08-28T00:00:00Z,14:00:00,16:31:00,22,0,NA,1
131dba13-f4e7-4598-a1f5-f54d409356c0,ce3db7f3-8e34-415a-8be4-b09857b1eeac,b42e2807-99c2-46a4-8b87-f94ce6ac11e4,2014-05-28T00:00:00Z,13:30:00,14:15:00,18,0,NA,1
131f444d-8ccc-45de-aec7-2e9fa210d3d3,99c120bf-8c5c-49d3-bfd1-934cb6c22d83,0c6a8bdd-877c-456b-9224-c6f9b05c5cb3,2017-05-25T00:00:00Z,12:56:00,14:25:00,17,5,NA,1
1329afd4-753f-4a3e-9891-4db0e5028c7d,c2f4a043-e2eb-42c9-bcc1-ec107d116814,aad08937-6705-41ff-abb1-b3b0952e1a0d,2013-08-06T00:00:00Z,10:25:00,16:10:00,26,0,NA,1
13723660-5d3f-424a-ba35-a19d666e971d,b40e05b9-4eed-4ea9-9764-8f72d1ceb745,3db0dd05-629a-48a1-9394-df4ac36a951f,2015-07-12T00:00:00Z,11:00:00,12:11:00,18,0,NA,1
13ab25be-046f-4aaa-bdf1-0e092a4ce3b3,e67031d2-1c93-44d3-b597-c47242aab90b,33db66ae-4202-4dd6-8184-1176f0f1ad40,2010-08-16T00:00:00Z,09:25:00,11:20:00,15,0,NA,1
13f6c7a8-71d3-479a-8173-23730b67ce90,a939d930-19ad-44c4-9398-1ea4433245af,e3756fff-25d6-430c-b910-25dd1eea669b,2016-07-30T00:00:00Z,12:35:00,13:35:00,20,25,NA,1
