visit_ID,transect_ID,section_ID,date,species_name,count
005b7cff-0266-4eb6-9f99-4d6f37b706da,e0a3c18a-3149-4f78-92e4-eee910d8bbfc,a4e80c45-823d-46c5-8740-696c4377d175,2016-06-09,Melitaea athalia,1
005b7cff-0266-4eb6-9f99-4d6f37b706da,e0a3c18a-3149-4f78-92e4-eee910d8bbfc,af04cd6c-6068-40c2-8441-12d37c2f3f92,2016-06-09,Boloria euphrosyne,2
005b7cff-0266-4eb6-9f99-4d6f37b706da,e0a3c18a-3149-4f78-92e4-eee910d8bbfc,af04cd6c-6068-40c2-8441-12d37c2f3f92,2016-06-09,Gonepteryx rhamni,1
008d7abe-c1b4-4e4a-8a5e-00327a397e2e,e3756fff-25d6-430c-b910-25dd1eea669b,00f1899e-646a-4bef-97e5-c98e74df5db8,2011-08-03,Vanessa atalanta,1
008d7abe-c1b4-4e4a-8a5e-00327a397e2e,e3756fff-25d6-430c-b910-25dd1eea669b,07650d62-d48b-426a-8fe2-5e79cb3b5b4c,2011-08-03,Vanessa atalanta,1
008d7abe-c1b4-4e4a-8a5e-00327a397e2e,e3756fff-25d6-430c-b910-25dd1eea669b,18652d4f-68d8-4598-8fb6-74809179f748,2011-08-03,Argynnis paphia,1
008d7abe-c1b4-4e4a-8a5e-00327a397e2e,e3756fff-25d6-430c-b910-25dd1eea669b,18652d4f-68d8-4598-8fb6-74809179f748,2011-08-03,Gonepteryx rhamni,1
008d7abe-c1b4-4e4a-8a5e-00327a397e2e,e3756fff-25d6-430c-b910-25dd1eea669b,18652d4f-68d8-4598-8fb6-74809179f748,2011-08-03,Vanessa atalanta,2
008d7abe-c1b4-4e4a-8a5e-00327a397e2e,e3756fff-25d6-430c-b910-25dd1eea669b,44678b04-3eac-4b4e-b591-dee1c03aabe0,2011-08-03,Aglais io,2
008d7abe-c1b4-4e4a-8a5e-00327a397e2e,e3756fff-25d6-430c-b910-25dd1eea669b,44678b04-3eac-4b4e-b591-dee1c03aabe0,2011-08-03,Argynnis paphia,1
008d7abe-c1b4-4e4a-8a5e-00327a397e2e,e3756fff-25d6-430c-b910-25dd1eea669b,44678b04-3eac-4b4e-b591-dee1c03aabe0,2011-08-03,Vanessa atalanta,1
008d7abe-c1b4-4e4a-8a5e-00327a397e2e,e3756fff-25d6-430c-b910-25dd1eea669b,6c80db1e-7082-4494-85bb-0aa0ecb6f090,2011-08-03,Aglais io,5
008d7abe-c1b4-4e4a-8a5e-00327a397e2e,e3756fff-25d6-430c-b910-25dd1eea669b,6c80db1e-7082-4494-85bb-0aa0ecb6f090,2011-08-03,Aglais urticae,1
008d7abe-c1b4-4e4a-8a5e-00327a397e2e,e3756fff-25d6-430c-b910-25dd1eea669b,6c80db1e-7082-4494-85bb-0aa0ecb6f090,2011-08-03,Polygonia c-album,1
008d7abe-c1b4-4e4a-8a5e-00327a397e2e,e3756fff-25d6-430c-b910-25dd1eea669b,6c80db1e-7082-4494-85bb-0aa0ecb6f090,2011-08-03,Vanessa atalanta,4
008d7abe-c1b4-4e4a-8a5e-00327a397e2e,e3756fff-25d6-430c-b910-25dd1eea669b,7e3dc620-fb1c-4038-9937-fcda4355ee6f,2011-08-03,Aglais io,2
008d7abe-c1b4-4e4a-8a5e-00327a397e2e,e3756fff-25d6-430c-b910-25dd1eea669b,7e3dc620-fb1c-4038-9937-fcda4355ee6f,2011-08-03,Vanessa atalanta,2
008d7abe-c1b4-4e4a-8a5e-00327a397e2e,e3756fff-25d6-430c-b910-25dd1eea669b,8b900fa8-58bb-4aeb-a72a-82d78224368d,2011-08-03,Vanessa atalanta,1
008d7abe-c1b4-4e4a-8a5e-00327a397e2e,e3756fff-25d6-430c-b910-25dd1eea669b,aee49d09-d916-48f9-a11a-e352e8ab204b,2011-08-03,Argynnis paphia,1
008d7abe-c1b4-4e4a-8a5e-00327a397e2e,e3756fff-25d6-430c-b910-25dd1eea669b,ddf0b87a-29ca-480e-8280-07f761b55d39,2011-08-03,Aglais urticae,1
008d7abe-c1b4-4e4a-8a5e-00327a397e2e,e3756fff-25d6-430c-b910-25dd1eea669b,ddf0b87a-29ca-480e-8280-07f761b55d39,2011-08-03,Vanessa atalanta,1
008d7abe-c1b4-4e4a-8a5e-00327a397e2e,e3756fff-25d6-430c-b910-25dd1eea669b,f98fcc5a-09c8-4b8d-b037-47a3053a22ae,2011-08-03,Aglais io,2
008d7abe-c1b4-4e4a-8a5e-00327a397e2e,e3756fff-25d6-430c-b910-25dd1eea669b,f98fcc5a-09c8-4b8d-b037-47a3053a22ae,2011-08-03,Aglais urticae,1
008d7abe-c1b4-4e4a-8a5e-00327a397e2e,e3756fff-25d6-430c-b910-25dd1eea669b,f98fcc5a-09c8-4b8d-b037-47a3053a22ae,2011-08-03,Pieris napi,1
008d7abe-c1b4-4e4a-8a5e-00327a397e2e,e3756fff-25d6-430c-b910-25dd1eea669b,f98fcc5a-09c8-4b8d-b037-47a3053a22ae,2011-08-03,Vanessa atalanta,1
008d7abe-c1b4-4e4a-8a5e-00327a397e2e,e3756fff-25d6-430c-b910-25dd1eea669b,feef5ab9-00bd-4769-a267-201ba55a08d0,2011-08-03,Aglais io,5
008d7abe-c1b4-4e4a-8a5e-00327a397e2e,e3756fff-25d6-430c-b910-25dd1eea669b,feef5ab9-00bd-4769-a267-201ba55a08d0,2011-08-03,Aglais urticae,2
008d7abe-c1b4-4e4a-8a5e-00327a397e2e,e3756fff-25d6-430c-b910-25dd1eea669b,feef5ab9-00bd-4769-a267-201ba55a08d0,2011-08-03,Lycaena virgaureae,1
008d7abe-c1b4-4e4a-8a5e-00327a397e2e,e3756fff-25d6-430c-b910-25dd1eea669b,feef5ab9-00bd-4769-a267-201ba55a08d0,2011-08-03,Polygonia c-album,1
008d7abe-c1b4-4e4a-8a5e-00327a397e2e,e3756fff-25d6-430c-b910-25dd1eea669b,feef5ab9-00bd-4769-a267-201ba55a08d0,2011-08-03,Vanessa atalanta,8
009cf41c-d4d3-4604-83e5-e1f12d7ac63c,911293b2-2767-45af-a524-afb202fd0b16,0f704fe8-682f-4259-a3ef-839963d824c6,2014-05-22,Pieris napi,1
009cf41c-d4d3-4604-83e5-e1f12d7ac63c,911293b2-2767-45af-a524-afb202fd0b16,18eed994-122f-499a-8099-00cdc49435f9,2014-05-22,Pieris brassicae,1
009cf41c-d4d3-4604-83e5-e1f12d7ac63c,911293b2-2767-45af-a524-afb202fd0b16,260265a4-7aa1-440f-8311-631e72db24b4,2014-05-22,Gonepteryx rhamni,1
009cf41c-d4d3-4604-83e5-e1f12d7ac63c,911293b2-2767-45af-a524-afb202fd0b16,260265a4-7aa1-440f-8311-631e72db24b4,2014-05-22,Pieris napi,1
009cf41c-d4d3-4604-83e5-e1f12d7ac63c,911293b2-2767-45af-a524-afb202fd0b16,83af34ec-b4eb-49df-85c0-ac08ddf3a973,2014-05-22,Pieris napi,1
009cf41c-d4d3-4604-83e5-e1f12d7ac63c,911293b2-2767-45af-a524-afb202fd0b16,9f9ae02a-95a6-4a8f-aff9-5aa2f8bae8c4,2014-05-22,Callophrys rubi,2
009cf41c-d4d3-4604-83e5-e1f12d7ac63c,911293b2-2767-45af-a524-afb202fd0b16,e3ddf48c-4493-452c-8194-eb3ca6b33b43,2014-05-22,Pieris brassicae,1
00ef24d4-ca4d-4aa8-a053-9d7306b1536c,7bb92922-409e-450a-bba7-433a911c2588,09bc8016-9032-44a9-8ed7-f229db2e2c35,2014-07-10,Erebia ligea,1
00ef24d4-ca4d-4aa8-a053-9d7306b1536c,7bb92922-409e-450a-bba7-433a911c2588,09bc8016-9032-44a9-8ed7-f229db2e2c35,2014-07-10,Pieris napi,1
00ef24d4-ca4d-4aa8-a053-9d7306b1536c,7bb92922-409e-450a-bba7-433a911c2588,69095e0e-d3e9-47d1-b217-c880ad3f9633,2014-07-10,Erebia ligea,2
00ef24d4-ca4d-4aa8-a053-9d7306b1536c,7bb92922-409e-450a-bba7-433a911c2588,69095e0e-d3e9-47d1-b217-c880ad3f9633,2014-07-10,Lycaena virgaureae,1
00ef24d4-ca4d-4aa8-a053-9d7306b1536c,7bb92922-409e-450a-bba7-433a911c2588,69095e0e-d3e9-47d1-b217-c880ad3f9633,2014-07-10,Pieris napi,1
00ef24d4-ca4d-4aa8-a053-9d7306b1536c,7bb92922-409e-450a-bba7-433a911c2588,6b34527f-3f30-4a44-90e4-b97c5406e804,2014-07-10,Pieris napi,2
00ef24d4-ca4d-4aa8-a053-9d7306b1536c,7bb92922-409e-450a-bba7-433a911c2588,8e2b27ed-63e2-4d29-a5d5-773304ed75ed,2014-07-10,Erebia ligea,1
00ef24d4-ca4d-4aa8-a053-9d7306b1536c,7bb92922-409e-450a-bba7-433a911c2588,a1cd3951-5293-4da8-9f9f-06e5267e794e,2014-07-10,Erebia ligea,1
00ef24d4-ca4d-4aa8-a053-9d7306b1536c,7bb92922-409e-450a-bba7-433a911c2588,a1cd3951-5293-4da8-9f9f-06e5267e794e,2014-07-10,Plebejus argus/idas,1
00ef24d4-ca4d-4aa8-a053-9d7306b1536c,7bb92922-409e-450a-bba7-433a911c2588,c1d20601-60b1-4d2a-b764-997fbcb72c3b,2014-07-10,Erebia ligea,1
00ef24d4-ca4d-4aa8-a053-9d7306b1536c,7bb92922-409e-450a-bba7-433a911c2588,c1d20601-60b1-4d2a-b764-997fbcb72c3b,2014-07-10,Gonepteryx rhamni,1
018d499b-ea40-461a-bbc2-ec322e9f1368,ccf55543-4373-463d-9d12-4b153f08957c,669866ef-767a-4161-a230-bcf296b73c38,2015-06-12,Aglais urticae,1
018d499b-ea40-461a-bbc2-ec322e9f1368,ccf55543-4373-463d-9d12-4b153f08957c,eeffaa21-6044-4e3c-8a9d-7072d1e0179f,2015-06-12,Gonepteryx rhamni,1
01a6668a-b06c-42e2-afac-33af334f691b,df94d08e-b569-4e7d-b30c-dacb53e6fb03,0e240c57-9564-4fda-8848-9b3ce06c4b1d,2018-05-18,Pieris napi,1
01a6668a-b06c-42e2-afac-33af334f691b,df94d08e-b569-4e7d-b30c-dacb53e6fb03,2a18efde-c4e9-4fe7-ba5d-42385cca7d56,2018-05-18,Polygonia c-album,1
01a6668a-b06c-42e2-afac-33af334f691b,df94d08e-b569-4e7d-b30c-dacb53e6fb03,348a1a89-2196-40ba-aeed-643b55c8fc3e,2018-05-18,Pieris napi,1
01a6668a-b06c-42e2-afac-33af334f691b,df94d08e-b569-4e7d-b30c-dacb53e6fb03,3e53b31f-1684-484c-a4a9-7c63ccb34e5d,2018-05-18,Callophrys rubi,1
01a6668a-b06c-42e2-afac-33af334f691b,df94d08e-b569-4e7d-b30c-dacb53e6fb03,a90b7dd5-f5b4-4715-b9c4-5f174245c9ad,2018-05-18,Aglais io,1
01a6668a-b06c-42e2-afac-33af334f691b,df94d08e-b569-4e7d-b30c-dacb53e6fb03,d53d0a0e-b1c6-41df-aa24-95d215c81d2a,2018-05-18,Gonepteryx rhamni,1
01a6668a-b06c-42e2-afac-33af334f691b,df94d08e-b569-4e7d-b30c-dacb53e6fb03,d9e35b33-27a6-4fe4-a0b8-aad81cdde3a1,2018-05-18,Pieris napi,1
01ce94cf-6a9f-4208-b480-fc3a57c781d8,5e85d80f-fd76-4de1-bcd5-2bedfb5138fc,cc8e5207-4e48-4f7d-a208-8b974854c483,2016-08-05,Polygonia c-album,1
01ce94cf-6a9f-4208-b480-fc3a57c781d8,5e85d80f-fd76-4de1-bcd5-2bedfb5138fc,cc8e5207-4e48-4f7d-a208-8b974854c483,2016-08-05,Vanessa cardui,1
0207a1ef-89d9-4ef0-97d8-83c275b95973,2287ad7a-008e-433e-92ee-db69cab29a47,15c2e737-ce42-4d07-9baa-d95ba353e717,2014-08-02,Plebejus argus/idas,1
0207a1ef-89d9-4ef0-97d8-83c275b95973,2287ad7a-008e-433e-92ee-db69cab29a47,36296355-aaeb-410f-8d4e-9aff0b494df9,2014-08-02,Plebejus argus/idas,1
0207a1ef-89d9-4ef0-97d8-83c275b95973,2287ad7a-008e-433e-92ee-db69cab29a47,3c4e76aa-c0e3-4e14-b66a-d1a7273911a9,2014-08-02,Pieris brassicae,1
0207a1ef-89d9-4ef0-97d8-83c275b95973,2287ad7a-008e-433e-92ee-db69cab29a47,522514ed-cc67-4b87-b281-4cc8bc7e82cd,2014-08-02,Gonepteryx rhamni,1
0207a1ef-89d9-4ef0-97d8-83c275b95973,2287ad7a-008e-433e-92ee-db69cab29a47,522514ed-cc67-4b87-b281-4cc8bc7e82cd,2014-08-02,Vanessa cardui,3
0207a1ef-89d9-4ef0-97d8-83c275b95973,2287ad7a-008e-433e-92ee-db69cab29a47,800c6087-e090-43b0-bbc7-db7739785e8c,2014-08-02,Aglais urticae,1
0207a1ef-89d9-4ef0-97d8-83c275b95973,2287ad7a-008e-433e-92ee-db69cab29a47,800c6087-e090-43b0-bbc7-db7739785e8c,2014-08-02,Vanessa cardui,2
0207a1ef-89d9-4ef0-97d8-83c275b95973,2287ad7a-008e-433e-92ee-db69cab29a47,a8de2f34-b1b5-4bc2-b7b8-d14e43b12870,2014-08-02,Vanessa cardui,2
0207a1ef-89d9-4ef0-97d8-83c275b95973,2287ad7a-008e-433e-92ee-db69cab29a47,b71a7853-2f54-4f8d-9203-4eabdf4caea6,2014-08-02,Aglais io,1
0207a1ef-89d9-4ef0-97d8-83c275b95973,2287ad7a-008e-433e-92ee-db69cab29a47,b71a7853-2f54-4f8d-9203-4eabdf4caea6,2014-08-02,Pieris brassicae,1
0207a1ef-89d9-4ef0-97d8-83c275b95973,2287ad7a-008e-433e-92ee-db69cab29a47,b71a7853-2f54-4f8d-9203-4eabdf4caea6,2014-08-02,Pieris napi,1
0207a1ef-89d9-4ef0-97d8-83c275b95973,2287ad7a-008e-433e-92ee-db69cab29a47,b71a7853-2f54-4f8d-9203-4eabdf4caea6,2014-08-02,Vanessa cardui,1
0207a1ef-89d9-4ef0-97d8-83c275b95973,2287ad7a-008e-433e-92ee-db69cab29a47,da9f893d-2e80-4857-8163-0428fe678d27,2014-08-02,Aglais io,5
0207a1ef-89d9-4ef0-97d8-83c275b95973,2287ad7a-008e-433e-92ee-db69cab29a47,da9f893d-2e80-4857-8163-0428fe678d27,2014-08-02,Vanessa cardui,3
022d6d9f-f450-4e55-8528-ae78a3669b66,20cb4183-0697-4b6d-95fd-ea16099c83c8,b8a292dc-7702-4ab9-9407-3cf9eec92de5,2012-08-12,Gonepteryx rhamni,2
022d6d9f-f450-4e55-8528-ae78a3669b66,20cb4183-0697-4b6d-95fd-ea16099c83c8,b8a292dc-7702-4ab9-9407-3cf9eec92de5,2012-08-12,Plebejus argus/idas,1
022d6d9f-f450-4e55-8528-ae78a3669b66,20cb4183-0697-4b6d-95fd-ea16099c83c8,f427cf94-9991-40d8-ba3c-69d1c49555bc,2012-08-12,Pieris rapae,1
0262797f-3f26-4360-a0e0-409b643343b2,8d59235c-8048-43fe-8e11-f1d673a7e973,45ef6505-fca2-444d-acfc-b230d68bcc02,2017-08-12,Gonepteryx rhamni,1
0262797f-3f26-4360-a0e0-409b643343b2,8d59235c-8048-43fe-8e11-f1d673a7e973,8e66d0fe-6218-4ac9-9b82-6612f298f8d3,2017-08-12,Gonepteryx rhamni,1
0262797f-3f26-4360-a0e0-409b643343b2,8d59235c-8048-43fe-8e11-f1d673a7e973,d5c9f659-d27d-4254-a626-45bcf0fb5cb0,2017-08-12,Pieris napi,1
0284bf3d-7a0d-406f-82f0-8a1a857e202a,1329b5f8-c24b-4afa-9bd1-05fcd1929153,607effbf-7408-4de5-b2a8-ff1dc6d58be8,2015-06-05,Celastrina argiolus,1
0284bf3d-7a0d-406f-82f0-8a1a857e202a,1329b5f8-c24b-4afa-9bd1-05fcd1929153,a0fc16c0-e591-4721-9522-dafd46714ddc,2015-06-05,Callophrys rubi,2
0284bf3d-7a0d-406f-82f0-8a1a857e202a,1329b5f8-c24b-4afa-9bd1-05fcd1929153,cb077fc9-41f2-45ca-9ce5-a7fdbe6a38eb,2015-06-05,Gonepteryx rhamni,1
0284bf3d-7a0d-406f-82f0-8a1a857e202a,1329b5f8-c24b-4afa-9bd1-05fcd1929153,ccd53fe2-9bca-4d74-99c0-64f17d517de6,2015-06-05,Aglais urticae,1
0284bf3d-7a0d-406f-82f0-8a1a857e202a,1329b5f8-c24b-4afa-9bd1-05fcd1929153,ccd53fe2-9bca-4d74-99c0-64f17d517de6,2015-06-05,Celastrina argiolus,1
0284bf3d-7a0d-406f-82f0-8a1a857e202a,1329b5f8-c24b-4afa-9bd1-05fcd1929153,d879f04f-74f3-411d-8d78-8a493aa6d21c,2015-06-05,Callophrys rubi,1
028756cf-6a89-4247-bcc1-ea05e70c8f73,4f0c9459-aadb-427c-86b3-10ee40eb8a64,dc4a37b6-444c-4c8d-b9b1-9912f52a6aa1,2015-07-02,Boloria selene,2
03c80045-69c2-4615-b1f5-0002dbcf08d2,e4e13f63-ed56-41a6-bf84-ea6f3fc46c90,18077e1f-7817-41c6-ba6e-29c5137d97ab,2010-06-23,Pieris napi,2
03c80045-69c2-4615-b1f5-0002dbcf08d2,e4e13f63-ed56-41a6-bf84-ea6f3fc46c90,43f24484-991d-4635-99f2-8a52e56774cc,2010-06-23,Callophrys rubi,5
03c80045-69c2-4615-b1f5-0002dbcf08d2,e4e13f63-ed56-41a6-bf84-ea6f3fc46c90,43f24484-991d-4635-99f2-8a52e56774cc,2010-06-23,Pieris napi,1
03c80045-69c2-4615-b1f5-0002dbcf08d2,e4e13f63-ed56-41a6-bf84-ea6f3fc46c90,5ff1c19f-d232-49e7-b456-10a8968e61db,2010-06-23,Pieris napi,4
03c80045-69c2-4615-b1f5-0002dbcf08d2,e4e13f63-ed56-41a6-bf84-ea6f3fc46c90,7c7429e2-33d0-4f76-a426-a6c102a41edf,2010-06-23,Aglais urticae,1
03c80045-69c2-4615-b1f5-0002dbcf08d2,e4e13f63-ed56-41a6-bf84-ea6f3fc46c90,8752d536-f758-4cdb-b871-f39d1bc1e487,2010-06-23,Pieris napi,3
03c80045-69c2-4615-b1f5-0002dbcf08d2,e4e13f63-ed56-41a6-bf84-ea6f3fc46c90,f2b42f08-6474-4e7b-a02d-f057876c4b8c,2010-06-23,Pieris napi,1
03c80045-69c2-4615-b1f5-0002dbcf08d2,e4e13f63-ed56-41a6-bf84-ea6f3fc46c90,f8621e1e-8d6c-42a6-8342-c3b0cf137253,2010-06-23,Pieris napi,1
047d5347-c4b1-4884-9052-dabc5106390d,27a24f9d-2395-45d8-bf83-4f58afb265dc,1c685280-7768-4e61-8052-1504e3587249,2009-05-30,Boloria euphrosyne,2
047d5347-c4b1-4884-9052-dabc5106390d,27a24f9d-2395-45d8-bf83-4f58afb265dc,1c685280-7768-4e61-8052-1504e3587249,2009-05-30,Callophrys rubi,1
047d5347-c4b1-4884-9052-dabc5106390d,27a24f9d-2395-45d8-bf83-4f58afb265dc,1edb085e-f1a9-4f97-975c-dd611655a8ae,2009-05-30,Vanessa cardui,2
047d5347-c4b1-4884-9052-dabc5106390d,27a24f9d-2395-45d8-bf83-4f58afb265dc,30cd68c7-31aa-476c-b4f8-b3501365228c,2009-05-30,Callophrys rubi,2
047d5347-c4b1-4884-9052-dabc5106390d,27a24f9d-2395-45d8-bf83-4f58afb265dc,30cd68c7-31aa-476c-b4f8-b3501365228c,2009-05-30,Gonepteryx rhamni,2
047d5347-c4b1-4884-9052-dabc5106390d,27a24f9d-2395-45d8-bf83-4f58afb265dc,30cd68c7-31aa-476c-b4f8-b3501365228c,2009-05-30,Leptidea sinapis/reali,1
047d5347-c4b1-4884-9052-dabc5106390d,27a24f9d-2395-45d8-bf83-4f58afb265dc,3ea7f6c6-f8a1-4a17-945d-846348855c3c,2009-05-30,Boloria euphrosyne,1
047d5347-c4b1-4884-9052-dabc5106390d,27a24f9d-2395-45d8-bf83-4f58afb265dc,3ea7f6c6-f8a1-4a17-945d-846348855c3c,2009-05-30,Callophrys rubi,1
047d5347-c4b1-4884-9052-dabc5106390d,27a24f9d-2395-45d8-bf83-4f58afb265dc,3ea7f6c6-f8a1-4a17-945d-846348855c3c,2009-05-30,Lasiommata petropolitana,1
